category,latitude,longitude,datazone,name
Potholes,55.81689,-4.26239,S01009964,Muirend and Old Cathcart - 06
Potholes,55.86258,-4.27846,S01010277,Anderston - 02
Potholes,55.84672,-4.23677,S01010040,Calton and Gallowgate - 04
Potholes,55.85744,-4.15955,S01010135,Greenfield - 05
Potholes,55.8317,-4.16217,S01010071,Shettleston South - 03
Potholes,55.89321,-4.23189,S01010215,Springburn East and Cowlairs - 02
Potholes,55.8424,-4.2268,S01010046,Dalmarnock - 01
Potholes,55.82214,-4.2611,S01010005,Cathcart - 01
Potholes,55.85109,-4.29757,S01009872,Kingston West and Dumbreck - 02
Potholes,55.8865,-4.25155,S01010328,Possil Park - 06
Potholes,55.89478,-4.25987,S01010334,Milton West - 05
Potholes,55.82589,-4.27109,S01009929,Langside - 03
Pavements/footpaths,55.86379,-4.35298,S01009833,Drumoyne and Shieldhall - 01
Potholes,55.8208,-4.36738,S01009793,Pollok South and West - 02
Pavements/footpaths,55.87297,-4.2156,S01010229,"Roystonhill, Blochairn, and Provanmill - 02"
Potholes,55.87587,-4.29552,S01010407,Dowanhill - 05
Potholes,55.85837,-4.30165,S01009859,Ibrox - 01
Potholes,55.82837,-4.25916,S01010014,Mount Florida - 04
Potholes,55.80718,-4.34649,S01009767,Darnley North - 04
Pavements/footpaths,55.86278,-4.21766,S01010234,Dennistoun North - 01
Potholes,55.83271,-4.15816,S01010077,Carmyle and Mount Vernon South - 04
Potholes,55.84208,-4.16202,S01010072,Shettleston South - 04
Potholes,55.8841,-4.32596,S01010414,Kelvinside and Jordanhill - 07
Pavements/footpaths,55.90131,-4.3389,S01010483,Blairdardie East - 06
Potholes,55.84567,-4.27294,S01009875,Pollokshields West - 01
Potholes,55.86707,-4.27491,S01010289,Woodlands - 01
Potholes,55.87178,-4.21434,S01010229,"Roystonhill, Blochairn, and Provanmill - 02"
Pavements/footpaths,55.8859,-4.32506,S01010414,Kelvinside and Jordanhill - 07
Potholes,55.86978,-4.20947,S01010229,"Roystonhill, Blochairn, and Provanmill - 02"
Potholes,55.85936,-4.1561,S01010164,"Cranhill, Lightburn and Queenslie South - 09"
Potholes,55.84787,-4.27492,S01010032,Laurieston and Tradeston - 02
Potholes,55.84548,-4.27078,S01009875,Pollokshields West - 01
Potholes,55.8575,-4.13265,S01010123,Barlanark - 01
Potholes,55.89075,-4.32662,S01010476,Anniesland West - 07
Potholes,55.86481,-4.19691,S01010241,Alexandra Parade - 03
Potholes,55.89678,-4.26584,S01010334,Milton West - 05
Potholes,55.86429,-4.23788,S01010262,City Centre East - 04
Potholes,55.86417,-4.3288,S01009847,Govan and Linthouse - 07
Potholes,55.88056,-4.34383,S01010431,Scotstoun North and East - 05
Potholes,55.89385,-4.23164,S01010215,Springburn East and Cowlairs - 02
Potholes,55.86287,-4.24714,S01010260,City Centre East - 02
Potholes,55.8631,-4.24183,S01010259,City Centre East - 01
Potholes,55.80409,-4.33327,S01009761,Darnley East - 04
Potholes,55.90025,-4.35012,S01010457,Knightswood Park West - 03
Potholes,55.84112,-4.26241,S01010033,Laurieston and Tradeston - 03
Pavements/footpaths,55.90012,-4.30136,S01010346,Summerston North - 01
Potholes,55.85341,-4.10904,S01010093,Baillieston East - 06
Potholes,55.83732,-4.29163,S01009914,Maxwell Park - 03
Pavements/footpaths,55.88741,-4.33986,S01010409,Kelvinside and Jordanhill - 02
Potholes,55.89723,-4.31974,S01010466,Anniesland East - 02
Potholes,55.86359,-4.25442,S01010275,City Centre South - 04
Potholes,55.82446,-4.26457,S01009900,Battlefield - 02
Pavements/footpaths,55.84782,-4.10341,S01010090,Baillieston East - 03
Potholes,55.87079,-4.3127,S01010388,Glasgow Harbour and Partick South - 01
Potholes,55.83678,-4.25263,S01009896,Govanhill East and Aikenhead - 03
Potholes,55.8383,-4.25216,S01009895,Govanhill East and Aikenhead - 02
Pavements/footpaths,55.89302,-4.27015,S01010333,Milton West - 04
Potholes,55.82654,-4.2868,S01009922,Shawlands West - 04
Potholes,55.81225,-4.35431,S01009769,Darnley West - 02
Potholes,55.83309,-4.27933,S01009921,Shawlands West - 03
Potholes,55.81637,-4.3224,S01009937,Pollokshaws - 05
Potholes,55.89298,-4.23222,S01010215,Springburn East and Cowlairs - 02
Potholes,55.83483,-4.24992,S01009898,Govanhill East and Aikenhead - 05
Pavements/footpaths,55.87124,-4.31752,S01010390,Glasgow Harbour and Partick South - 03
Potholes,55.87248,-4.24949,S01010297,Woodside - 01
Potholes,55.87249,-4.24897,S01010297,Woodside - 01
Potholes,55.86358,-4.10267,S01010107,Easterhouse East - 03
Potholes,55.8159,-4.30341,S01009954,Newlands - 07
Potholes,55.88267,-4.36244,S01010432,Scotstoun South and West - 01
Potholes,55.80569,-4.34169,S01009767,Darnley North - 04
Potholes,55.84576,-4.27327,S01009875,Pollokshields West - 01
Potholes,55.85954,-4.27072,S01010277,Anderston - 02
Potholes,55.8113,-4.35049,S01009767,Darnley North - 04
Potholes,55.81415,-4.24548,S01009993,Kingspark South - 01
Potholes,55.81789,-4.28921,S01009952,Newlands - 05
Potholes,55.86419,-4.28567,S01010287,Finnieston and Kelvinhaugh - 06
Potholes,55.8197,-4.2779,S01009955,Merrylee and Millbrae - 01
Potholes,55.86715,-4.24784,S01010261,City Centre East - 03
Potholes,55.80745,-4.3475,S01009767,Darnley North - 04
Potholes,55.86549,-4.24859,S01010270,City Centre West - 05
Potholes,55.81108,-4.28047,S01009959,Muirend and Old Cathcart - 01
Potholes,55.84672,-4.16241,S01010072,Shettleston South - 04
Potholes,55.83541,-4.25863,S01009889,Govanhill West - 03
Potholes,55.82407,-4.34597,S01009787,Crookston South - 04
Potholes,55.86572,-4.2601,S01010271,City Centre West - 06
Potholes,55.89137,-4.33274,S01010476,Anniesland West - 07
Potholes,55.82623,-4.24548,S01010002,Kingspark North - 04
Potholes,55.85408,-4.1111,S01010093,Baillieston East - 06
Potholes,55.86332,-4.31741,S01009844,Govan and Linthouse - 04
Potholes,55.87678,-4.29968,S01010374,Kelvingrove and University - 01
Potholes,55.89146,-4.3108,S01010364,Kelvindale - 02
Potholes,55.90275,-4.18015,S01010188,Robroyston and Millerston - 03
Potholes,55.84982,-4.36463,S01009826,Penilee - 05
Potholes,55.82245,-4.27605,S01009958,Merrylee and Millbrae - 04
Potholes,55.83044,-4.27695,S01009909,Strathbungo - 05
Potholes,55.85276,-4.31878,S01009843,Govan and Linthouse - 03
Potholes,55.86263,-4.29019,S01010283,Finnieston and Kelvinhaugh - 02
Potholes,55.82483,-4.29987,S01009935,Pollokshaws - 03
Potholes,55.90551,-4.2909,S01010348,Summerston North - 03
Potholes,55.83805,-4.278,S01009912,Maxwell Park - 01
Potholes,55.88012,-4.33677,S01010422,Victoria Park - 03
Potholes,55.85163,-4.31902,S01009843,Govan and Linthouse - 03
Potholes,55.88646,-4.25713,S01010326,Possil Park - 04
Potholes,55.88567,-4.32558,S01010414,Kelvinside and Jordanhill - 07
Potholes,55.84214,-4.35648,S01009820,Cardonald West and Central - 06
Pavements/footpaths,55.85675,-4.28358,S01009862,Ibrox East and Cessnock - 01
Potholes,55.88761,-4.24563,S01010328,Possil Park - 06
Potholes,55.85552,-4.29995,S01009862,Ibrox East and Cessnock - 01
Potholes,55.8039,-4.2295,S01009981,Glenwood North - 02
Potholes,55.80604,-4.35425,S01009766,Darnley North - 03
Potholes,55.84014,-4.33455,S01009806,Cardonald South and East - 01
Potholes,55.84656,-4.33047,S01009850,Craigton - 03
Potholes,55.8467,-4.27489,S01009875,Pollokshields West - 01
Potholes,55.86246,-4.34011,S01009833,Drumoyne and Shieldhall - 01
Potholes,55.8631,-4.31738,S01009844,Govan and Linthouse - 04
Potholes,55.86986,-4.31956,S01010391,Glasgow Harbour and Partick South - 04
Potholes,55.80144,-4.32821,S01009760,Darnley East - 03
Potholes,55.88738,-4.28549,S01010321,Ruchill - 07
Potholes,55.88058,-4.27409,S01010314,Keppochhill - 06
Potholes,55.8777,-4.25738,S01010297,Woodside - 01
Potholes,55.88653,-4.25655,S01010326,Possil Park - 04
Potholes,55.89227,-4.24583,S01010324,Possil Park - 02
Potholes,55.81129,-4.35044,S01009767,Darnley North - 04
Potholes,55.79893,-4.32885,S01009758,Darnley East - 01
Potholes,55.86539,-4.33806,S01009833,Drumoyne and Shieldhall - 01
Potholes,55.89463,-4.34059,S01010470,Anniesland West - 01
Potholes,55.81258,-4.309,S01009945,Carnwadric East - 02
Potholes,55.81316,-4.32574,S01009940,Carnwadric West - 02
Potholes,55.81599,-4.3033,S01009954,Newlands - 07
Pavements/footpaths,55.86094,-4.15905,S01010159,"Cranhill, Lightburn and Queenslie South - 04"
Potholes,55.88263,-4.36574,S01010432,Scotstoun South and West - 01
Potholes,55.8456,-4.16866,S01010062,Braidfauld - 02
Pavements/footpaths,55.84575,-4.16896,S01010062,Braidfauld - 02
Potholes,55.85622,-4.24905,S01010264,City Centre East - 06
Potholes,55.82807,-4.2957,S01009936,Pollokshaws - 04
Potholes,55.80647,-4.34388,S01009767,Darnley North - 04
Potholes,55.78928,-4.23938,S01009969,Carmunnock South - 01
Potholes,55.78488,-4.25051,S01009969,Carmunnock South - 01
Potholes,55.84698,-4.19212,S01010068,Braidfauld - 08
Potholes,55.85354,-4.29914,S01009863,Ibrox East and Cessnock - 02
Potholes,55.81261,-4.34573,S01009783,Nitshill - 09
Potholes,55.86077,-4.28088,S01010283,Finnieston and Kelvinhaugh - 02
Potholes,55.85321,-4.34835,S01009833,Drumoyne and Shieldhall - 01
Potholes,55.81708,-4.28947,S01009952,Newlands - 05
Potholes,55.86647,-4.27156,S01010289,Woodlands - 01
Potholes,55.84886,-4.36036,S01009832,Hillington - 04
Potholes,55.85153,-4.361,S01009831,Hillington - 03
Potholes,55.82896,-4.16393,S01010071,Shettleston South - 03
Potholes,55.8413,-4.16494,S01010069,Shettleston South - 01
Potholes,55.8312,-4.33979,S01009799,Pollok North and East - 01
Potholes,55.81182,-4.3583,S01009768,Darnley West - 01
Potholes,55.87056,-4.15065,S01010171,Craigend and Ruchazie - 07
Potholes,55.87067,-4.15217,S01010171,Craigend and Ruchazie - 07
Potholes,55.86937,-4.12612,S01010114,"Garthamlock, Auchinlea and Gartloch - 02"
Potholes,55.88128,-4.33605,S01010420,Victoria Park - 01
Potholes,55.85184,-4.25983,S01010032,Laurieston and Tradeston - 02
Potholes,55.79941,-4.32774,S01009758,Darnley East - 01
Potholes,55.83426,-4.28418,S01009915,Maxwell Park - 04
Potholes,55.80085,-4.32845,S01009760,Darnley East - 03
Potholes,55.91801,-4.37697,S01010497,Drumry East - 02
Potholes,55.84634,-4.15081,S01010138,Shettleston North - 02
Potholes,55.88466,-4.20124,S01010199,Barmulloch - 01
Potholes,55.84957,-4.14709,S01010081,Mount Vernon North and Sandyhills - 04
Potholes,55.84121,-4.13469,S01010082,Mount Vernon North and Sandyhills - 05
Potholes,55.83149,-4.27902,S01009919,Shawlands West - 01
Potholes,55.87683,-4.30485,S01010401,Partickhill and Hyndland - 05
Potholes,55.8471,-4.15336,S01010137,Shettleston North - 01
Potholes,55.86936,-4.23365,S01010231,"Roystonhill, Blochairn, and Provanmill - 04"
Potholes,55.85681,-4.13091,S01010123,Barlanark - 01
Pavements/footpaths,55.85111,-4.12057,S01010099,Garrowhill West - 06
Potholes,55.85283,-4.27036,S01010032,Laurieston and Tradeston - 02
Potholes,55.88258,-4.21074,S01010207,Petershill - 05
Potholes,55.81368,-4.30059,S01009954,Newlands - 07
Potholes,55.84001,-4.25664,S01009896,Govanhill East and Aikenhead - 03
Potholes,55.86132,-4.24379,S01010260,City Centre East - 02
Potholes,55.87068,-4.31563,S01010388,Glasgow Harbour and Partick South - 01
Potholes,55.84674,-4.275,S01009876,Pollokshields West - 02
Potholes,55.90068,-4.35103,S01010480,Blairdardie East - 03
Potholes,55.8668,-4.2597,S01010269,City Centre West - 04
Potholes,55.86298,-4.24341,S01010259,City Centre East - 01
Potholes,55.82905,-4.2466,S01010021,Toryglen and Oatlands - 06
Potholes,55.90296,-4.35237,S01010479,Blairdardie East - 02
Potholes,55.90266,-4.33655,S01010481,Blairdardie East - 04
Potholes,55.90139,-4.26935,S01010345,Summerston Central and West - 06
Potholes,55.86451,-4.13055,S01010120,North Barlanark and Easterhouse South - 03
Pavements/footpaths,55.86545,-4.26338,S01010271,City Centre West - 06
Potholes,55.84894,-4.28013,S01009871,Kingston West and Dumbreck - 01
Potholes,55.8367,-4.27947,S01009915,Maxwell Park - 04
Pavements/footpaths,55.86537,-4.27123,S01010267,City Centre West - 02
Potholes,55.81961,-4.24113,S01009999,Kingspark North - 01
Potholes,55.88565,-4.28823,S01010321,Ruchill - 07
Potholes,55.88446,-4.28765,S01010322,Ruchill - 08
Potholes,55.89017,-4.37186,S01010449,Knightswood West - 03
Potholes,55.8704,-4.13303,S01010117,"Garthamlock, Auchinlea and Gartloch - 05"
Potholes,55.87843,-4.35018,S01010436,Scotstoun South and West - 05
Potholes,55.80394,-4.22943,S01009981,Glenwood North - 02
Potholes,55.8095,-4.21229,S01009984,Glenwood North - 05
Potholes,55.86297,-4.35234,S01009833,Drumoyne and Shieldhall - 01
Potholes,55.86602,-4.34946,S01009833,Drumoyne and Shieldhall - 01
Potholes,55.80719,-4.36198,S01009768,Darnley West - 01
Potholes,55.87043,-4.32573,S01010391,Glasgow Harbour and Partick South - 04
Potholes,55.85855,-4.25955,S01010274,City Centre South - 03
Potholes,55.84108,-4.21517,S01010048,Dalmarnock - 03
Potholes,55.89014,-4.33006,S01010476,Anniesland West - 07
Potholes,55.87408,-4.27766,S01010308,Firhill - 08
Potholes,55.90666,-4.31417,S01010347,Summerston North - 02
Pavements/footpaths,55.8977,-4.19988,S01010197,Balornock - 04
Potholes,55.86187,-4.33352,S01009838,Drumoyne and Shieldhall - 06
Potholes,55.87413,-4.32783,S01010421,Victoria Park - 02
Potholes,55.80538,-4.23165,S01009980,Glenwood North - 01
Potholes,55.83072,-4.25652,S01009902,Battlefield - 04
Pavements/footpaths,55.87496,-4.2903,S01010379,Kelvingrove and University - 06
Potholes,55.84515,-4.15589,S01010074,Carmyle and Mount Vernon South - 01
Pavements/footpaths,55.8198,-4.26049,S01010008,Cathcart - 04
Potholes,55.80593,-4.34157,S01009767,Darnley North - 04
Potholes,55.84721,-4.34263,S01009814,Cardonald North - 05
Potholes,55.9266,-4.28763,S01010345,Summerston Central and West - 06
Potholes,55.85828,-4.34079,S01009836,Drumoyne and Shieldhall - 04
Pavements/footpaths,55.83176,-4.34766,S01009790,Crookston North - 03
Potholes,55.8423,-4.35615,S01009820,Cardonald West and Central - 06
Potholes,55.86569,-4.29369,S01010284,Finnieston and Kelvinhaugh - 03
Pavements/footpaths,55.80121,-4.24225,S01009971,Carmunnock South - 03
Potholes,55.83783,-4.27298,S01009884,Pollokshields East - 04
Potholes,55.85265,-4.27013,S01010032,Laurieston and Tradeston - 02
Potholes,55.83737,-4.2753,S01009915,Maxwell Park - 04
Potholes,55.87409,-4.29502,S01010407,Dowanhill - 05
Potholes,55.80069,-4.32304,S01009760,Darnley East - 03
Potholes,55.80069,-4.32894,S01009760,Darnley East - 03
Potholes,55.89246,-4.23255,S01010215,Springburn East and Cowlairs - 02
Potholes,55.88953,-4.18731,S01010193,Robroyston and Millerston - 08
Potholes,55.89939,-4.30273,S01010347,Summerston North - 02
Potholes,55.84722,-4.23193,S01010043,Bridgeton - 02
Potholes,55.85248,-4.30015,S01009863,Ibrox East and Cessnock - 02
Potholes,55.84994,-4.13276,S01010097,Garrowhill West - 04
Potholes,55.84969,-4.12545,S01010098,Garrowhill West - 05
Potholes,55.85399,-4.26104,S01010032,Laurieston and Tradeston - 02
Potholes,55.83015,-4.26351,S01009904,Battlefield - 06
Potholes,55.82064,-4.36708,S01009797,Pollok South and West - 06
Potholes,55.88342,-4.26049,S01010311,Keppochhill - 03
Potholes,55.84031,-4.14606,S01010074,Carmyle and Mount Vernon South - 01
Potholes,55.85978,-4.27845,S01010276,Anderston - 01
Potholes,55.88356,-4.19204,S01010183,Blackhill and Barmulloch East - 05
Potholes,55.81026,-4.24452,S01009989,Castlemilk - 04
Potholes,55.81806,-4.25521,S01009998,Kingspark South - 06
Potholes,55.83129,-4.28081,S01009919,Shawlands West - 01
Potholes,55.88776,-4.31696,S01010467,Anniesland East - 03
Potholes,55.86078,-4.18125,S01010151,Old Shettleston and Parkhead North - 05
Potholes,55.80575,-4.34141,S01009767,Darnley North - 04
Potholes,55.84577,-4.35976,S01009818,Cardonald West and Central - 04
Potholes,55.89247,-4.25996,S01010331,Milton West - 02
Potholes,55.83547,-4.10758,S01010091,Baillieston East - 04
Potholes,55.84948,-4.36762,S01009828,Penilee - 07
Potholes,55.89549,-4.37738,S01010446,Yoker North - 04
Potholes,55.85611,-4.24838,S01010264,City Centre East - 06
Potholes,55.84576,-4.27293,S01009875,Pollokshields West - 01
Potholes,55.8459,-4.2453,S01010028,Gorbals and Hutchesontown - 06
Potholes,55.88341,-4.19214,S01010183,Blackhill and Barmulloch East - 05
Potholes,55.87918,-4.29875,S01010404,Dowanhill - 02
Potholes,55.84456,-4.21979,S01010047,Dalmarnock - 02
Potholes,55.87653,-4.29891,S01010374,Kelvingrove and University - 01
Potholes,55.91181,-4.35113,S01010490,Drumchapel South - 03
Potholes,55.86259,-4.17485,S01010158,"Cranhill, Lightburn and Queenslie South - 03"
Potholes,55.85713,-4.24691,S01010264,City Centre East - 06
Potholes,55.81238,-4.37441,S01009767,Darnley North - 04
Potholes,55.79042,-4.25045,S01009972,Carmunnock South - 04
Potholes,55.79405,-4.24998,S01009972,Carmunnock South - 04
Potholes,55.86988,-4.21006,S01010229,"Roystonhill, Blochairn, and Provanmill - 02"
Potholes,55.82015,-4.25586,S01010008,Cathcart - 04
Potholes,55.87449,-4.25618,S01010220,Cowlairs and Port Dundas - 02
Potholes,55.87578,-4.29989,S01010374,Kelvingrove and University - 01
Potholes,55.88095,-4.21076,S01010207,Petershill - 05
Potholes,55.86486,-4.19682,S01010152,Carntyne - 01
Potholes,55.8363,-4.2537,S01009898,Govanhill East and Aikenhead - 05
Potholes,55.87876,-4.2976,S01010404,Dowanhill - 02
Pavements/footpaths,55.82728,-4.269,S01009904,Battlefield - 06
Potholes,55.84467,-4.33162,S01009806,Cardonald South and East - 01
Potholes,55.84037,-4.3541,S01009802,Pollok North and East - 04
Potholes,55.87485,-4.28273,S01010376,Kelvingrove and University - 03
Potholes,55.84026,-4.13471,S01010082,Mount Vernon North and Sandyhills - 05
Potholes,55.84608,-4.33691,S01009851,Craigton - 04
Potholes,55.89272,-4.23316,S01010215,Springburn East and Cowlairs - 02
Potholes,55.81869,-4.37209,S01009793,Pollok South and West - 02
Potholes,55.82423,-4.3447,S01009789,Crookston North - 02
Pavements/footpaths,55.87366,-4.32647,S01010415,Broomhill - 01
Potholes,55.84855,-4.32268,S01009849,Craigton - 02
Potholes,55.88343,-4.20119,S01010185,Blackhill and Barmulloch East - 07
Potholes,55.84874,-4.36039,S01009832,Hillington - 04
Potholes,55.88407,-4.21515,S01010201,Barmulloch - 03
Potholes,55.80888,-4.35102,S01009769,Darnley West - 02
Potholes,55.90283,-4.33964,S01010483,Blairdardie East - 06
Potholes,55.84893,-4.3601,S01009832,Hillington - 04
Potholes,55.83952,-4.33499,S01009808,Cardonald South and East - 03
Potholes,55.8446,-4.33164,S01009806,Cardonald South and East - 01
Potholes,55.82123,-4.3042,S01009937,Pollokshaws - 05
Potholes,55.86981,-4.2095,S01010229,"Roystonhill, Blochairn, and Provanmill - 02"
Potholes,55.81835,-4.30677,S01009938,Pollokshaws - 06
Potholes,55.87879,-4.29636,S01010404,Dowanhill - 02
Potholes,55.90275,-4.33857,S01010483,Blairdardie East - 06
Potholes,55.82213,-4.24944,S01010012,Mount Florida - 02
Potholes,55.84247,-4.26266,S01010033,Laurieston and Tradeston - 03
Potholes,55.87028,-4.20928,S01010229,"Roystonhill, Blochairn, and Provanmill - 02"
Potholes,55.84007,-4.27209,S01009884,Pollokshields East - 04
Potholes,55.86852,-4.23997,S01010261,City Centre East - 03
Potholes,55.87816,-4.21624,S01010225,Sighthill - 01
Potholes,55.87509,-4.18732,S01010179,Blackhill and Barmulloch East - 01
Potholes,55.81487,-4.32006,S01009942,Carnwadric West - 04
Potholes,55.847,-4.26528,S01010032,Laurieston and Tradeston - 02
Potholes,55.84352,-4.3407,S01009806,Cardonald South and East - 01
Potholes,55.84424,-4.33616,S01009806,Cardonald South and East - 01
Potholes,55.82848,-4.26869,S01009904,Battlefield - 06
Potholes,55.86282,-4.27839,S01010283,Finnieston and Kelvinhaugh - 02
Potholes,55.87621,-4.30025,S01010374,Kelvingrove and University - 01
Pavements/footpaths,55.81716,-4.3527,S01009785,Crookston South - 02
Potholes,55.9264,-4.28693,S01010345,Summerston Central and West - 06
Potholes,55.80674,-4.34469,S01009767,Darnley North - 04
Potholes,55.87776,-4.25373,S01010221,Cowlairs and Port Dundas - 03
